gene_name	cds	rna	gene_ID
E2f7	17525	19743	ENSMUST00000174593
E2f7	17525	19743	ENSMUST00000173294
E2f7	17525	19743	ENSMUST00000173634
E2f7	17525	19743	ENSMUST00000073781
E2f7	17525	19743	ENSMUST00000172574
E2f7	17525	19743	ENSMUST00000174810
E2f7	17525	19743	ENSMUST00000173471
E2f8	10957	12394	ENSMUST00000058745
E2f8	10957	12394	ENSMUST00000136142
E2f8	10957	12394	ENSMUST00000151139
E2f8	10957	12394	ENSMUST00000119223
Eaf1	562	636	ENSMUST00000022446
Eaf2	9235	10412	ENSMUST00000138660
Eaf2	9235	10412	ENSMUST00000114825
Eaf2	9235	10412	ENSMUST00000157072
Eaf2	9235	10412	ENSMUST00000114829
Eaf2	9235	10412	ENSMUST00000147053
Eaf2	9235	10412	ENSMUST00000134556
Eaf2	9235	10412	ENSMUST00000023537
Eaf2	9235	10412	ENSMUST00000075946
Eaf2	9236	10413	ENSMUST00000138660
Eaf2	9236	10413	ENSMUST00000114825
Eaf2	9236	10413	ENSMUST00000157072
Eaf2	9236	10413	ENSMUST00000114829
Eaf2	9236	10413	ENSMUST00000147053
Eaf2	9236	10413	ENSMUST00000134556
Eaf2	9236	10413	ENSMUST00000023537
Eaf2	9236	10413	ENSMUST00000075946
Ebf1	11773	13272	ENSMUST00000140822
Ebf1	11773	13272	ENSMUST00000101326
Ebf1	11773	13272	ENSMUST00000149997
Ebf1	11773	13272	ENSMUST00000135993
Ebf1	11773	13272	ENSMUST00000138452
Ebf1	11773	13272	ENSMUST00000081265
Ebf1	11773	13272	ENSMUST00000109268
Ebf2	20046	22580	ENSMUST00000022637
Ebf2	20046	22580	ENSMUST00000177231
Ebf2	20046	22580	ENSMUST00000176029
Ebf2	20046	22580	ENSMUST00000176161
Ebf4	6220	6980	ENSMUST00000126740
Ebf4	6220	6980	ENSMUST00000110286
Ebf4	6220	6980	ENSMUST00000134728
Ebf4	6220	6980	ENSMUST00000110287
Ebf4	6220	6980	ENSMUST00000140169
Ebf4	6220	6980	ENSMUST00000110288
Ebi3	10174	11473	ENSMUST00000003274
Ebi3	10173	11472	ENSMUST00000003274
Ebna1bp2	11577	13057	ENSMUST00000030501
Ebna1bp2	11577	13057	ENSMUST00000149837
Ebna1bp2	11577	13057	ENSMUST00000126458
Ebna1bp2	11577	13057	ENSMUST00000130219
Ebna1bp2	11577	13057	ENSMUST00000147373
Ebp	15283	17215	ENSMUST00000140011
Ebp	15283	17215	ENSMUST00000033509
Ebp	15283	17215	ENSMUST00000143223
Ebp	15283	17215	ENSMUST00000149495
Ebpl	8390	9454	ENSMUST00000022494
Ecd	22042	24781	ENSMUST00000022344
Ece1	22910	25737	ENSMUST00000129607
Ece1	22910	25737	ENSMUST00000102518
Ece1	22910	25737	ENSMUST00000130407
Ece1	22910	25737	ENSMUST00000151110
Ece2	22230	24978	ENSMUST00000147849
Ece2	22230	24978	ENSMUST00000003898
Ece2	22230	24978	ENSMUST00000133344
Ece2	22230	24978	ENSMUST00000079600
Ece2	22230	24978	ENSMUST00000115522
Ece2	22230	24978	ENSMUST00000119224
Ece2	22230	24978	ENSMUST00000125971
Ece2	22230	24978	ENSMUST00000152246
Ece2	22230	24978	ENSMUST00000122306
Ece2	22230	24978	ENSMUST00000120394
Ece2	22230	24978	ENSMUST00000145511
Ece2	22229	24980	ENSMUST00000147849
Ece2	22229	24980	ENSMUST00000003898
Ece2	22229	24980	ENSMUST00000133344
Ece2	22229	24980	ENSMUST00000079600
Ece2	22229	24980	ENSMUST00000115522
Ece2	22229	24980	ENSMUST00000119224
Ece2	22229	24980	ENSMUST00000125971
Ece2	22229	24980	ENSMUST00000152246
Ece2	22229	24980	ENSMUST00000122306
Ece2	22229	24980	ENSMUST00000120394
Ece2	22229	24980	ENSMUST00000145511
Ece2	22233	24982	ENSMUST00000147849
Ece2	22233	24982	ENSMUST00000003898
Ece2	22233	24982	ENSMUST00000133344
Ece2	22233	24982	ENSMUST00000079600
Ece2	22233	24982	ENSMUST00000115522
Ece2	22233	24982	ENSMUST00000119224
Ece2	22233	24982	ENSMUST00000125971
Ece2	22233	24982	ENSMUST00000152246
Ece2	22233	24982	ENSMUST00000122306
Ece2	22233	24982	ENSMUST00000120394
Ece2	22233	24982	ENSMUST00000145511
Ece2	22228	24977	ENSMUST00000147849
Ece2	22228	24977	ENSMUST00000003898
Ece2	22228	24977	ENSMUST00000133344
Ece2	22228	24977	ENSMUST00000079600
Ece2	22228	24977	ENSMUST00000115522
Ece2	22228	24977	ENSMUST00000119224
Ece2	22228	24977	ENSMUST00000125971
Ece2	22228	24977	ENSMUST00000152246
Ece2	22228	24977	ENSMUST00000122306
Ece2	22228	24977	ENSMUST00000120394
Ece2	22228	24977	ENSMUST00000145511
Ece2	22231	24979	ENSMUST00000147849
Ece2	22231	24979	ENSMUST00000003898
Ece2	22231	24979	ENSMUST00000133344
Ece2	22231	24979	ENSMUST00000079600
Ece2	22231	24979	ENSMUST00000115522
Ece2	22231	24979	ENSMUST00000119224
Ece2	22231	24979	ENSMUST00000125971
Ece2	22231	24979	ENSMUST00000152246
Ece2	22231	24979	ENSMUST00000122306
Ece2	22231	24979	ENSMUST00000120394
Ece2	22231	24979	ENSMUST00000145511
Echdc2	2321	2589	ENSMUST00000150487
Echdc2	2321	2589	ENSMUST00000126900
Echdc2	2321	2589	ENSMUST00000052999
Echdc2	2321	2589	ENSMUST00000116309
Echdc2	2321	2589	ENSMUST00000127392
Echdc2	2321	2589	ENSMUST00000130942
Echdc2	2321	2589	ENSMUST00000135718
Echdc2	2321	2589	ENSMUST00000123280
Echdc2	2321	2589	ENSMUST00000125647
Echdc2	2321	2589	ENSMUST00000138701
Echdc2	2321	2589	ENSMUST00000106691
Echdc2	2321	2589	ENSMUST00000116307
Echdc2	2321	2589	ENSMUST00000133049
Echdc3	2149	2404	ENSMUST00000114941
Echdc3	2149	2404	ENSMUST00000042658
Echdc3	2149	2404	ENSMUST00000132810
Eci2	3739	4179	ENSMUST00000170989
Eci2	3739	4179	ENSMUST00000163280
Eci2	3739	4179	ENSMUST00000110251
Eci2	3739	4179	ENSMUST00000171258
Eci2	3739	4179	ENSMUST00000178421
Eci2	3739	4179	ENSMUST00000169759
Eci2	3739	4179	ENSMUST00000170538
Eci2	3739	4179	ENSMUST00000021854
Eci2	3739	4179	ENSMUST00000171229
Eci2	3739	4179	ENSMUST00000164421
Eci2	3739	4179	ENSMUST00000167036
Eci2	3739	4179	ENSMUST00000166109
Eci2	3739	4179	ENSMUST00000084345
Eci2	3738	4180	ENSMUST00000170989
Eci2	3738	4180	ENSMUST00000163280
Eci2	3738	4180	ENSMUST00000110251
Eci2	3738	4180	ENSMUST00000171258
Eci2	3738	4180	ENSMUST00000178421
Eci2	3738	4180	ENSMUST00000169759
Eci2	3738	4180	ENSMUST00000170538
Eci2	3738	4180	ENSMUST00000021854
Eci2	3738	4180	ENSMUST00000171229
Eci2	3738	4180	ENSMUST00000164421
Eci2	3738	4180	ENSMUST00000167036
Eci2	3738	4180	ENSMUST00000166109
Eci2	3738	4180	ENSMUST00000084345
Ecm1	5591	6279	ENSMUST00000123143
Ecm1	5591	6279	ENSMUST00000147217
Ecm1	5591	6279	ENSMUST00000029753
Ecm1	5591	6279	ENSMUST00000137912
Ecm1	5591	6279	ENSMUST00000144958
Ecm1	5591	6279	ENSMUST00000128885
Ecm1	5591	6279	ENSMUST00000131376
Ecm1	5591	6279	ENSMUST00000117507
Ecm1	5591	6279	ENSMUST00000153026
Ecm1	5591	6279	ENSMUST00000155815
Ecm1	5593	6280	ENSMUST00000123143
Ecm1	5593	6280	ENSMUST00000147217
Ecm1	5593	6280	ENSMUST00000029753
Ecm1	5593	6280	ENSMUST00000137912
Ecm1	5593	6280	ENSMUST00000144958
Ecm1	5593	6280	ENSMUST00000128885
Ecm1	5593	6280	ENSMUST00000131376
Ecm1	5593	6280	ENSMUST00000117507
Ecm1	5593	6280	ENSMUST00000153026
Ecm1	5593	6280	ENSMUST00000155815
Ecm1	5592	6278	ENSMUST00000123143
Ecm1	5592	6278	ENSMUST00000147217
Ecm1	5592	6278	ENSMUST00000029753
Ecm1	5592	6278	ENSMUST00000137912
Ecm1	5592	6278	ENSMUST00000144958
Ecm1	5592	6278	ENSMUST00000128885
Ecm1	5592	6278	ENSMUST00000131376
Ecm1	5592	6278	ENSMUST00000117507
Ecm1	5592	6278	ENSMUST00000153026
Ecm1	5592	6278	ENSMUST00000155815
Ecm2	15646	17642	ENSMUST00000051504
Ecm2	15645	17643	ENSMUST00000051504
Ecsit	7182	8113	ENSMUST00000177967
Ecsit	7182	8113	ENSMUST00000098937
Ecsit	7182	8113	ENSMUST00000180180
Ecsit	7182	8113	ENSMUST00000179422
Ecsit	7180	8114	ENSMUST00000177967
Ecsit	7180	8114	ENSMUST00000098937
Ecsit	7180	8114	ENSMUST00000180180
Ecsit	7180	8114	ENSMUST00000179422
Ecsit	7181	8112	ENSMUST00000177967
Ecsit	7181	8112	ENSMUST00000098937
Ecsit	7181	8112	ENSMUST00000180180
Ecsit	7181	8112	ENSMUST00000179422
Ect2	7326	8265	ENSMUST00000108296
Ect2	7326	8265	ENSMUST00000177055
Ect2	7326	8265	ENSMUST00000150061
Ect2	7326	8265	ENSMUST00000196926
Ect2	7326	8265	ENSMUST00000176780
Ect2	7326	8265	ENSMUST00000108298
Ect2	7326	8265	ENSMUST00000176535
Ect2	7326	8265	ENSMUST00000124727
Ect2	7326	8265	ENSMUST00000176242
Ect2	7326	8265	ENSMUST00000175857
Ect2	7326	8265	ENSMUST00000176908
Ect2	7326	8265	ENSMUST00000184113
Ect2	7326	8265	ENSMUST00000108300
Ect2	7328	8266	ENSMUST00000108296
Ect2	7328	8266	ENSMUST00000177055
Ect2	7328	8266	ENSMUST00000150061
Ect2	7328	8266	ENSMUST00000196926
Ect2	7328	8266	ENSMUST00000176780
Ect2	7328	8266	ENSMUST00000108298
Ect2	7328	8266	ENSMUST00000176535
Ect2	7328	8266	ENSMUST00000124727
Ect2	7328	8266	ENSMUST00000176242
Ect2	7328	8266	ENSMUST00000175857
Ect2	7328	8266	ENSMUST00000176908
Ect2	7328	8266	ENSMUST00000184113
Ect2	7328	8266	ENSMUST00000108300
Ect2	7325	8264	ENSMUST00000108296
Ect2	7325	8264	ENSMUST00000177055
Ect2	7325	8264	ENSMUST00000150061
Ect2	7325	8264	ENSMUST00000196926
Ect2	7325	8264	ENSMUST00000176780
Ect2	7325	8264	ENSMUST00000108298
Ect2	7325	8264	ENSMUST00000176535
Ect2	7325	8264	ENSMUST00000124727
Ect2	7325	8264	ENSMUST00000176242
Ect2	7325	8264	ENSMUST00000175857
Ect2	7325	8264	ENSMUST00000176908
Ect2	7325	8264	ENSMUST00000184113
Ect2	7325	8264	ENSMUST00000108300
Ect2	7324	8263	ENSMUST00000108296
Ect2	7324	8263	ENSMUST00000177055
Ect2	7324	8263	ENSMUST00000150061
Ect2	7324	8263	ENSMUST00000196926
Ect2	7324	8263	ENSMUST00000176780
Ect2	7324	8263	ENSMUST00000108298
Ect2	7324	8263	ENSMUST00000176535
Ect2	7324	8263	ENSMUST00000124727
Ect2	7324	8263	ENSMUST00000176242
Ect2	7324	8263	ENSMUST00000175857
Ect2	7324	8263	ENSMUST00000176908
Ect2	7324	8263	ENSMUST00000184113
Ect2	7324	8263	ENSMUST00000108300
Ect2	7327	8261	ENSMUST00000108296
Ect2	7327	8261	ENSMUST00000177055
Ect2	7327	8261	ENSMUST00000150061
Ect2	7327	8261	ENSMUST00000196926
Ect2	7327	8261	ENSMUST00000176780
Ect2	7327	8261	ENSMUST00000108298
Ect2	7327	8261	ENSMUST00000176535
Ect2	7327	8261	ENSMUST00000124727
Ect2	7327	8261	ENSMUST00000176242
Ect2	7327	8261	ENSMUST00000175857
Ect2	7327	8261	ENSMUST00000176908
Ect2	7327	8261	ENSMUST00000184113
Ect2	7327	8261	ENSMUST00000108300
Ect2	7329	8262	ENSMUST00000108296
Ect2	7329	8262	ENSMUST00000177055
Ect2	7329	8262	ENSMUST00000150061
Ect2	7329	8262	ENSMUST00000196926
Ect2	7329	8262	ENSMUST00000176780
Ect2	7329	8262	ENSMUST00000108298
Ect2	7329	8262	ENSMUST00000176535
Ect2	7329	8262	ENSMUST00000124727
Ect2	7329	8262	ENSMUST00000176242
Ect2	7329	8262	ENSMUST00000175857
Ect2	7329	8262	ENSMUST00000176908
Ect2	7329	8262	ENSMUST00000184113
Ect2	7329	8262	ENSMUST00000108300
Ect2l	2352	2630	ENSMUST00000095817
Eda	22565	25354	ENSMUST00000071453
Eda	22565	25354	ENSMUST00000134582
Eda	22565	25354	ENSMUST00000113780
Eda	22565	25354	ENSMUST00000113776
Eda	22565	25354	ENSMUST00000113781
Eda	22565	25354	ENSMUST00000145063
Eda	22565	25354	ENSMUST00000123547
Eda	22565	25354	ENSMUST00000113775
Eda	22565	25354	ENSMUST00000113778
Eda	22565	25354	ENSMUST00000113779
Eda	22565	25354	ENSMUST00000113783
Eda	22565	25354	ENSMUST00000113777
Eda2r	17825	20104	ENSMUST00000126609
Eda2r	17825	20104	ENSMUST00000126283
Eda2r	17825	20104	ENSMUST00000113832
Eda2r	17825	20104	ENSMUST00000037353
Eda2r	17822	20106	ENSMUST00000126609
Eda2r	17822	20106	ENSMUST00000126283
Eda2r	17822	20106	ENSMUST00000113832
Eda2r	17822	20106	ENSMUST00000037353
Eda2r	17823	20102	ENSMUST00000126609
Eda2r	17823	20102	ENSMUST00000126283
Eda2r	17823	20102	ENSMUST00000113832
Eda2r	17823	20102	ENSMUST00000037353
Eda2r	17820	20105	ENSMUST00000126609
Eda2r	17820	20105	ENSMUST00000126283
Eda2r	17820	20105	ENSMUST00000113832
Eda2r	17820	20105	ENSMUST00000037353
Eda2r	17824	20108	ENSMUST00000126609
Eda2r	17824	20108	ENSMUST00000126283
Eda2r	17824	20108	ENSMUST00000113832
Eda2r	17824	20108	ENSMUST00000037353
Eda2r	17821	20107	ENSMUST00000126609
Eda2r	17821	20107	ENSMUST00000126283
Eda2r	17821	20107	ENSMUST00000113832
Eda2r	17821	20107	ENSMUST00000037353
Edar	13220	14911	ENSMUST00000003312
Edaradd	19140	21569	ENSMUST00000179308
Edaradd	19141	21570	ENSMUST00000179308
Edc3	11142	12594	ENSMUST00000142807
Edc3	11142	12594	ENSMUST00000043990
Edc3	11142	12594	ENSMUST00000137245
Edc3	11141	12595	ENSMUST00000142807
Edc3	11141	12595	ENSMUST00000043990
Edc3	11141	12595	ENSMUST00000137245
Edc4	14057	15869	ENSMUST00000040254
Edc4	14057	15869	ENSMUST00000156357
Edc4	14057	15869	ENSMUST00000139154
Edc4	14057	15869	ENSMUST00000119261
Edc4	14057	15869	ENSMUST00000136048
Edc4	14057	15869	ENSMUST00000145618
Edc4	14057	15869	ENSMUST00000132680
Edc4	14056	15868	ENSMUST00000040254
Edc4	14056	15868	ENSMUST00000156357
Edc4	14056	15868	ENSMUST00000139154
Edc4	14056	15868	ENSMUST00000119261
Edc4	14056	15868	ENSMUST00000136048
Edc4	14056	15868	ENSMUST00000145618
Edc4	14056	15868	ENSMUST00000132680
Eddm3b	21614	24321	ENSMUST00000100645
Edem2	9299	10487	ENSMUST00000040833
Edem2	9299	10487	ENSMUST00000131350
Edem2	9299	10487	ENSMUST00000139868
Edem2	9299	10487	ENSMUST00000148571
Edil3	13848	15640	ENSMUST00000118731
Edil3	13848	15640	ENSMUST00000043111
Edil3	13848	15640	ENSMUST00000134241
Edil3	13848	15640	ENSMUST00000137921
Edil3	13848	15640	ENSMUST00000140625
Edil3	13848	15640	ENSMUST00000153974
Edil3	13848	15640	ENSMUST00000133761
Edil3	13848	15640	ENSMUST00000081769
Edil3	13847	15639	ENSMUST00000118731
Edil3	13847	15639	ENSMUST00000043111
Edil3	13847	15639	ENSMUST00000134241
Edil3	13847	15639	ENSMUST00000137921
Edil3	13847	15639	ENSMUST00000140625
Edil3	13847	15639	ENSMUST00000153974
Edil3	13847	15639	ENSMUST00000133761
Edil3	13847	15639	ENSMUST00000081769
Edn1	4431	4973	ENSMUST00000021796
Edn2	10289	11596	ENSMUST00000030384
Edn3	2657	2970	ENSMUST00000137369
Edn3	2657	2970	ENSMUST00000140908
Edn3	2657	2970	ENSMUST00000162473
Edn3	2657	2970	ENSMUST00000029030
Ednra	8697	9809	ENSMUST00000146561
Ednra	8697	9809	ENSMUST00000034029
Ednra	8696	9808	ENSMUST00000146561
Ednra	8696	9808	ENSMUST00000034029
Ednrb	12844	14482	ENSMUST00000022718
Ednrb	12844	14482	ENSMUST00000172237
Eea1	23757	26651	ENSMUST00000053484
Eef1a2	12321	13888	ENSMUST00000055990
Eef1a2	12320	13889	ENSMUST00000055990
Eef1b2	10726	12102	ENSMUST00000135877
Eef1b2	10726	12102	ENSMUST00000142062
Eef1b2	10726	12102	ENSMUST00000148553
Eef1b2	10726	12102	ENSMUST00000129339
Eef1b2	10726	12102	ENSMUST00000126469
Eef1b2	10726	12102	ENSMUST00000188524
Eef1b2	10726	12102	ENSMUST00000126795
Eef1b2	10726	12102	ENSMUST00000174890
Eef1b2	10726	12102	ENSMUST00000027108
Eef1e1	10557	11914	ENSMUST00000001757
Eef1g	20912	23549	ENSMUST00000122932
Eef1g	20912	23549	ENSMUST00000135025
Eef1g	20912	23549	ENSMUST00000152076
Eef1g	20912	23549	ENSMUST00000052248
Eef1g	20912	23549	ENSMUST00000127480
Eef1g	20912	23549	ENSMUST00000128626
Eefsec	12955	14603	ENSMUST00000165242
Eefsec	12954	14604	ENSMUST00000165242
Eepd1	17808	20089	ENSMUST00000156237
Eepd1	17808	20089	ENSMUST00000040677
Efcab1	16501	18605	ENSMUST00000090277
Efcab1	16500	18604	ENSMUST00000090277
Efcab11	9653	10905	ENSMUST00000046485
Efcab11	9659	10910	ENSMUST00000046485
Efcab11	9660	10911	ENSMUST00000046485
Efcab11	9658	10907	ENSMUST00000046485
Efcab11	9661	10912	ENSMUST00000046485
Efcab11	9657	10908	ENSMUST00000046485
Efcab11	9652	10904	ENSMUST00000046485
Efcab11	9654	10902	ENSMUST00000046485
Efcab11	9651	10903	ENSMUST00000046485
Efcab11	9656	10909	ENSMUST00000046485
Efcab11	9655	10906	ENSMUST00000046485
Efcab12	18778	21153	ENSMUST00000184428
Efcab12	18778	21153	ENSMUST00000032468
Efcab12	18778	21153	ENSMUST00000124531
Efcab14	3540	3967	ENSMUST00000106524
Efcab14	3540	3967	ENSMUST00000106522
Efcab14	3540	3967	ENSMUST00000106525
Efcab14	3540	3967	ENSMUST00000074425
Efcab14	3540	3967	ENSMUST00000136593
Efcab14	3540	3967	ENSMUST00000141927
Efcab14	3540	3967	ENSMUST00000132306
Efcab14	3541	3968	ENSMUST00000106524
Efcab14	3541	3968	ENSMUST00000106522
Efcab14	3541	3968	ENSMUST00000106525
Efcab14	3541	3968	ENSMUST00000074425
Efcab14	3541	3968	ENSMUST00000136593
Efcab14	3541	3968	ENSMUST00000141927
Efcab14	3541	3968	ENSMUST00000132306
Efcab2	7833	8854	ENSMUST00000192905
Efcab2	7833	8854	ENSMUST00000194861
Efcab2	7833	8854	ENSMUST00000027775
Efcab3	12037	13558	ENSMUST00000136876
Efcab3	12037	13558	ENSMUST00000021029
Efcab3	12037	13558	ENSMUST00000137086
Efcab3	12037	13558	ENSMUST00000154543
Efcab5	16744	18882	ENSMUST00000148985
Efcab5	16744	18882	ENSMUST00000130901
Efcab5	16744	18882	ENSMUST00000108400
Efcab5	16744	18882	ENSMUST00000155085
Efcab5	16744	18882	ENSMUST00000151731
Efcab6	19868	22386	ENSMUST00000163773
Efcab6	19868	22386	ENSMUST00000140633
Efcab6	19868	22386	ENSMUST00000130551
Efcab6	19868	22386	ENSMUST00000143592
Efcab6	19868	22386	ENSMUST00000149563
Efcab6	19868	22386	ENSMUST00000122836
Efcab6	19868	22386	ENSMUST00000144169
Efcab6	19868	22386	ENSMUST00000156187
Efcab6	19869	22387	ENSMUST00000163773
Efcab6	19869	22387	ENSMUST00000140633
Efcab6	19869	22387	ENSMUST00000130551
Efcab6	19869	22387	ENSMUST00000143592
Efcab6	19869	22387	ENSMUST00000149563
Efcab6	19869	22387	ENSMUST00000122836
Efcab6	19869	22387	ENSMUST00000144169
Efcab6	19869	22387	ENSMUST00000156187
Efcab7	3910	4373	ENSMUST00000097959
Efcab7	3910	4373	ENSMUST00000136874
Efcab7	3910	4373	ENSMUST00000106994
Efcab7	3910	4373	ENSMUST00000143994
Efcab7	3910	4373	ENSMUST00000124547
Efcab7	3907	4375	ENSMUST00000097959
Efcab7	3907	4375	ENSMUST00000136874
Efcab7	3907	4375	ENSMUST00000106994
Efcab7	3907	4375	ENSMUST00000143994
Efcab7	3907	4375	ENSMUST00000124547
Efcab7	3911	4371	ENSMUST00000097959
Efcab7	3911	4371	ENSMUST00000136874
Efcab7	3911	4371	ENSMUST00000106994
Efcab7	3911	4371	ENSMUST00000143994
Efcab7	3911	4371	ENSMUST00000124547
Efcab7	3908	4372	ENSMUST00000097959
Efcab7	3908	4372	ENSMUST00000136874
Efcab7	3908	4372	ENSMUST00000106994
Efcab7	3908	4372	ENSMUST00000143994
Efcab7	3908	4372	ENSMUST00000124547
Efcab7	3909	4374	ENSMUST00000097959
Efcab7	3909	4374	ENSMUST00000136874
Efcab7	3909	4374	ENSMUST00000106994
Efcab7	3909	4374	ENSMUST00000143994
Efcab7	3909	4374	ENSMUST00000124547
Efcab9	8858	10002	ENSMUST00000109377
Efcab9	8858	10002	ENSMUST00000054327
Efhb	8335	9396	ENSMUST00000024725
Efhc1	21476	24168	ENSMUST00000160782
Efhc1	21476	24168	ENSMUST00000038447
Efhc1	21475	24167	ENSMUST00000160782
Efhc1	21475	24167	ENSMUST00000038447
Efhc2	19071	21475	ENSMUST00000026014
Efna1	9958	11236	ENSMUST00000118860
Efna1	9958	11236	ENSMUST00000029566
Efna1	9958	11236	ENSMUST00000118587
Efnb2	1237	1375	ENSMUST00000152698
Efnb2	1237	1375	ENSMUST00000001319
Efnb3	3294	3700	ENSMUST00000004036
Efr3b	3069	3435	ENSMUST00000111178
Efs	16819	18958	ENSMUST00000022813
Eftud2	14380	16217	ENSMUST00000148209
Eftud2	14380	16217	ENSMUST00000123833
Eftud2	14380	16217	ENSMUST00000143323
Eftud2	14380	16217	ENSMUST00000173974
Eftud2	14380	16217	ENSMUST00000172611
Eftud2	14380	16217	ENSMUST00000138483
Eftud2	14380	16217	ENSMUST00000173679
Eftud2	14380	16217	ENSMUST00000132543
Eftud2	14380	16217	ENSMUST00000131678
Eftud2	14380	16217	ENSMUST00000021306
Eftud2	14380	16217	ENSMUST00000107060
Eftud2	14380	16217	ENSMUST00000141273
Eftud2	14380	16217	ENSMUST00000147368
Eftud2	14381	16218	ENSMUST00000148209
Eftud2	14381	16218	ENSMUST00000123833
Eftud2	14381	16218	ENSMUST00000143323
Eftud2	14381	16218	ENSMUST00000173974
Eftud2	14381	16218	ENSMUST00000172611
Eftud2	14381	16218	ENSMUST00000138483
Eftud2	14381	16218	ENSMUST00000173679
Eftud2	14381	16218	ENSMUST00000132543
Eftud2	14381	16218	ENSMUST00000131678
Eftud2	14381	16218	ENSMUST00000021306
Eftud2	14381	16218	ENSMUST00000107060
Eftud2	14381	16218	ENSMUST00000141273
Eftud2	14381	16218	ENSMUST00000147368
Egfl6	21382	24069	ENSMUST00000000412
Egfl8	20509	23097	ENSMUST00000168353
Egfl8	20509	23097	ENSMUST00000097345
Egfl8	20509	23097	ENSMUST00000015611
Egfl8	20509	23097	ENSMUST00000170850
Egfl8	20509	23097	ENSMUST00000166095
Egfl8	20509	23097	ENSMUST00000168327
Egflam	12265	13826	ENSMUST00000096494
Egflam	12265	13826	ENSMUST00000160273
Egflam	12265	13826	ENSMUST00000162105
Egflam	12265	13826	ENSMUST00000159726
Egflam	12265	13826	ENSMUST00000160207
Egflam	12265	13826	ENSMUST00000058593
Egflam	12265	13826	ENSMUST00000160314
Egflam	12267	13828	ENSMUST00000096494
Egflam	12267	13828	ENSMUST00000160273
Egflam	12267	13828	ENSMUST00000162105
Egflam	12267	13828	ENSMUST00000159726
Egflam	12267	13828	ENSMUST00000160207
Egflam	12267	13828	ENSMUST00000058593
Egflam	12267	13828	ENSMUST00000160314
Egflam	12266	13827	ENSMUST00000096494
Egflam	12266	13827	ENSMUST00000160273
Egflam	12266	13827	ENSMUST00000162105
Egflam	12266	13827	ENSMUST00000159726
Egflam	12266	13827	ENSMUST00000160207
Egflam	12266	13827	ENSMUST00000058593
Egflam	12266	13827	ENSMUST00000160314
Egfr	11130	12574	ENSMUST00000125984
Egfr	11130	12574	ENSMUST00000139722
Egfr	11130	12574	ENSMUST00000020329
Egfr	11130	12574	ENSMUST00000102884
Egfr	11130	12574	ENSMUST00000138518
Egr1	11345	12814	ENSMUST00000064795
Egr1	11345	12814	ENSMUST00000165033
Egr3	1823	2053	ENSMUST00000035908
Ehbp1	10788	12173	ENSMUST00000136762
Ehbp1	10788	12173	ENSMUST00000152372
Ehbp1	10788	12173	ENSMUST00000180360
Ehbp1	10788	12173	ENSMUST00000137594
Ehbp1	10788	12173	ENSMUST00000045167
Ehbp1	10788	12173	ENSMUST00000134293
Ehbp1	10788	12173	ENSMUST00000109563
Ehbp1	10787	12172	ENSMUST00000136762
Ehbp1	10787	12172	ENSMUST00000152372
Ehbp1	10787	12172	ENSMUST00000180360
Ehbp1	10787	12172	ENSMUST00000137594
Ehbp1	10787	12172	ENSMUST00000045167
Ehbp1	10787	12172	ENSMUST00000134293
Ehbp1	10787	12172	ENSMUST00000109563
Ehbp1	10785	12170	ENSMUST00000136762
Ehbp1	10785	12170	ENSMUST00000152372
Ehbp1	10785	12170	ENSMUST00000180360
Ehbp1	10785	12170	ENSMUST00000137594
Ehbp1	10785	12170	ENSMUST00000045167
Ehbp1	10785	12170	ENSMUST00000134293
Ehbp1	10785	12170	ENSMUST00000109563
Ehbp1	10786	12171	ENSMUST00000136762
Ehbp1	10786	12171	ENSMUST00000152372
Ehbp1	10786	12171	ENSMUST00000180360
Ehbp1	10786	12171	ENSMUST00000137594
Ehbp1	10786	12171	ENSMUST00000045167
Ehbp1	10786	12171	ENSMUST00000134293
Ehbp1	10786	12171	ENSMUST00000109563
Ehbp1	10789	12174	ENSMUST00000136762
Ehbp1	10789	12174	ENSMUST00000152372
Ehbp1	10789	12174	ENSMUST00000180360
Ehbp1	10789	12174	ENSMUST00000137594
Ehbp1	10789	12174	ENSMUST00000045167
Ehbp1	10789	12174	ENSMUST00000134293
Ehbp1	10789	12174	ENSMUST00000109563
Ehbp1	10790	12175	ENSMUST00000136762
Ehbp1	10790	12175	ENSMUST00000152372
Ehbp1	10790	12175	ENSMUST00000180360
Ehbp1	10790	12175	ENSMUST00000137594
Ehbp1	10790	12175	ENSMUST00000045167
Ehbp1	10790	12175	ENSMUST00000134293
Ehbp1	10790	12175	ENSMUST00000109563
Ehd3	22998	25844	ENSMUST00000024860
Ehf	3699	4131	ENSMUST00000140503
Ehf	3699	4131	ENSMUST00000137774
Ehf	3699	4131	ENSMUST00000111174
Ehf	3699	4131	ENSMUST00000111176
Ehf	3699	4131	ENSMUST00000151265
Ehf	3699	4131	ENSMUST00000125788
Ehf	3699	4131	ENSMUST00000128546
Ehf	3699	4131	ENSMUST00000090475
Ehf	3698	4130	ENSMUST00000140503
Ehf	3698	4130	ENSMUST00000137774
Ehf	3698	4130	ENSMUST00000111174
Ehf	3698	4130	ENSMUST00000111176
Ehf	3698	4130	ENSMUST00000151265
Ehf	3698	4130	ENSMUST00000125788
Ehf	3698	4130	ENSMUST00000128546
Ehf	3698	4130	ENSMUST00000090475
Ehhadh	13898	15692	ENSMUST00000023559
