Only identified by site	Reverse	Contaminant	Histones	PEP	Intensity	Razor + unique peptides	Mol. weight [kDa]	Sequence length	Copy number Intensity	Concentration [nM] Intensity	Protein IDs	Majority protein IDs	Proteins
				1.5074E-22	1220300000	7	16190	142	154402.033972791	0.410224939037368	cds7066;cds14353;cds15083;cds20945;cds28727;cds21627;cds16760	cds7066;cds14353;cds15083;cds20945;cds28727	7
				4.179E-13	118190000	4	38884	356	6226.48652799073	0.0165429171536179	cds14361;cds14362;cds14360	cds14361;cds14362;cds14360	3
				5.4713E-39	830040000	7	65421	605	25990.5277417409	0.0690532526293242	cds14363	cds14363	1
				0	29253000000	15	20922	187	2864181.05621985	7.60973459317786	cds1438;cds9492	cds1438;cds9492	2
				0	48457000000	49	109490	972	906599.180243133	2.40870915931136	cds14381;cds14380	cds14381;cds14380	2
				1.1293E-96	1985800000	14	26476	231	153644.277138969	0.408211683492985	cds14389;cds14390;cds14391;cds14392	cds14389;cds14390;cds14391;cds14392	4
				9.9039E-182	725660000	10	105480	898	14092.7685008385	0.0374425449611822	cds1439;cds1440	cds1439;cds1440	2
				0	20001000000	19	56789	495	721474.096830321	1.91685730928527	cds14393	cds14393	1
				3.0074E-15	1913200000	4	82596	722	47449.8245777001	0.126067648811873	cds144;cds17889;cds18176;cds17146	cds144;cds17889	4
				3.0539E-145	999540000	4	40208	356	50923.8185379256	0.13529757230369	cds14402	cds14402	1
				1.0161E-79	1954400000	2	17911	164	223525.396876499	0.59387619416415	cds14416	cds14416	1
				4.5988E-39	197580000	6	98818	896	4095.81352540277	0.0108820124355542	cds14424	cds14424	1
				8.622E-149	1640900	2	18176	164	184.934124465838	0.000491344498404057	cds14429	cds14429	1
				5.1113E-18	754210000	6	21574	196	71613.4945316196	0.190267191905409	cds1443	cds1443	1
				1.2675E-22	2572800000	7	37305	345	141277.251517592	0.375354199682265	cds14450	cds14450	1
				0	10388000000	19	40940	363	519777.357899461	1.38097685290133	cds14454	cds14454	1
				0	20963000000	13	28485	250	1507545.62651172	4.00534110088731	cds14459	cds14459	1
				3.8087E-51	902130000	6	30377	271	60835.5584037966	0.16163170001957	cds1446;cds1447;cds1448;cds15723	cds1446;cds1447;cds1448	4
				5.6898E-35	1441200000	8	55602	487	53096.6467478519	0.141070477601769	cds14464	cds14464	1
				7.6788E-64	825260000	6	22210	202	76115.9183510572	0.202229511891262	cds14481	cds14481	1
				8.1508E-05	12636000	2	44135	397	586.488824238022	0.00155822003103623	cds14482	cds14482	1
				1.7524E-78	355970000	9	240200	2101	3035.80344938807	0.00806571165490027	cds1449;cds1450	cds1449;cds1450	2
				1.1184E-155	3804500000	12	19767	180	394266.684472199	1.04751227973185	cds14505	cds14505	1
				3.6915E-08	196120000	3	28263	251	14214.6732350217	0.037766429050413	cds14508	cds14508	1
				3.9259E-266	2857700000	12	12746	113	459278.351726892	1.22023932580803	cds14509;cds6396;cds24957;cds27380	cds14509	4
				8.6914E-174	2004500000	26	81862	745	50159.9349169236	0.133268038729589	cds14512	cds14512	1
				1.823E-201	4877800000	20	64718	581	154394.617627219	0.410205234828609	cds14514	cds14514	1
				1.0806E-188	3523700000	13	34390	300	209893.990876251	0.557659425825266	cds14515	cds14515	1
				0	109940000000	45	90523	816	2487883.55175305	6.6099639498908	cds14517	cds14517	1
				1.8607E-203	5676400000	17	56449	494	205991.828755628	0.547291918501309	cds14520	cds14520	1
				2.7596E-221	7662600000	9	23483	216	668429.843624653	1.77592603410912	cds14527	cds14527	1
				9.8899E-22	260180000	6	60771	557	8770.22592463581	0.0233012823905653	cds14531;cds14530;cds14532	cds14531;cds14530;cds14532	3
				1.5871E-107	1494200000	10	90631	793	33772.655869051	0.0897292952594967	cds14534	cds14534	1
				0	4768900000	17	88067	770	110927.255470618	0.294718440179588	cds14536;cds14537;cds14535	cds14536;cds14537;cds14535	3
				0	11088000000	15	43708	391	519667.476716467	1.38068491373165	cds14538	cds14538	1
				6.7263E-167	3314900000	18	96447	839	70406.8578483345	0.187061324423585	cds14539;cds14540;cds12459	cds14539;cds14540	3
				0	6625600000	12	61940	563	219122.647587296	0.582178695677322	cds14544	cds14544	1
				0	4792300000	19	51100	451	192112.822074525	0.510417309254529	cds14549;cds31645	cds14549	2
				0	92608000000	19	35222	322	5386017.33595302	14.3099062651266	cds1456;cds1455;cds13830	cds1456;cds1455;cds13830	3
				1.5063E-239	1915900000	13	23123	195	169731.290328219	0.450952661931236	cds14563	cds14563	1
				3.5054E-08	388650000	3	11900	108	66902.9033811135	0.177751799991032	cds14567	cds14567	1
				9.8205E-64	369560000	5	51662	448	14653.6899382418	0.0389328359667014	cds14570;cds14571;cds14569;cds14572	cds14570;cds14571;cds14569	4
				2.4185E-182	1345900000	12	69995	642	39389.3695596119	0.10465212996585	cds1457	cds1457	1
				2.4805E-229	8960300000	16	29506	254	622078.894364818	1.65277794567273	cds14573	cds14573	1
				2.1364E-203	1508100000	9	45032	412	68602.8501098409	0.182268324321806	cds14577	cds14577	1
				2.7301E-129	24598000000	11	15816	136	3185931.21792917	8.46458045936462	cds14585	cds14585	1
				2.1266E-25	101990000	2	31538	286	6624.55480741508	0.0176005297475579	cds14586	cds14586	1
				1.1147E-23	10699000	2	108860	979	201.329823181776	0.000534905611772589	cds14596;cds14597;cds14598;cds14599	cds14596;cds14597;cds14598;cds14599	4
				8.8718E-05	12429000	2	361620	3104	70.4071882289943	0.000187062202199496	cds14604	cds14604	1
				1.1641E-97	3226600000	12	36478	320	181195.482185111	0.481411440773716	cds14611;cds14612	cds14611;cds14612	2
				2.1049E-111	1254900000	9	53948	478	47650.4520489269	0.126600688371234	cds14617	cds14617	1
				1.7609E-58	446130000	7	33564	293	27228.3278061206	0.0723419169226982	cds14620;cds14622;cds14621	cds14620;cds14622;cds14621	3
				2.6738E-61	643660000	15	195400	1758	6747.84683253781	0.0179280996777485	cds14628;cds14631;cds14629;cds14630	cds14628;cds14631;cds14629;cds14630	4
				7.9742E-20	299300000	6	26297	226	23314.9111657428	0.0619445078897983	cds1465;cds1466;cds1467	cds1465;cds1466;cds1467	3
				8.4237E-66	342460000	5	76940	690	9117.81812415609	0.0242247869920863	cds14650	cds14650	1
				6.0561E-37	135440000	7	204290	1879	1358.10419674191	0.00360829580401137	cds14660;cds14661;cds14662;cds14659;cds14664;cds14665;cds14655;cds14663;cds14657;cds14658;cds14656;cds14654	cds14660;cds14661;cds14662;cds14659;cds14664;cds14665;cds14655;cds14663;cds14657;cds14658;cds14656;cds14654	12
				4.4661E-31	1279200000	10	59861	522	43775.1595545132	0.116304569943461	cds14675;cds14674;cds14671;cds14672;cds14673;cds14679;cds14689;cds6385;cds14688;cds14690;cds14691;cds14670;cds14687;cds14677;cds14676	cds14675;cds14674	15
				7.0578E-07	19982000	2	69409	597	589.734346094876	0.00156684293561602	cds14680	cds14680	1
				7.5869E-12	191610000	4	126820	1132	3095.02154526051	0.00822304597974124	cds14695;cds14696;cds14697	cds14695;cds14696;cds14697	3
				9.3343E-222	4289100000	28	164550	1448	53395.1166759414	0.141863471093529	cds14699	cds14699	1
				5.0112E-06	28405000	2	333410	2963	174.521696747936	0.000463680112023241	cds14710	cds14710	1
				2.3441E-96	541160000	8	18806	167	58947.1090657073	0.156614350217498	cds14715	cds14715	1
				1.0131E-73	168460000	8	100220	885	3443.30626314711	0.00914839050718351	cds14716	cds14716	1
				4.2489E-180	3149500000	10	48572	433	132827.769827007	0.35290509054664	cds14718;cds14719	cds14718;cds14719	2
				1.0024E-27	33174000000	4	28796	253	2359928.96127866	6.27000622571887	cds14720	cds14720	1
				2.3933E-07	41858000	2	127870	1126	670.568367973571	0.00178160779877304	cds14724	cds14724	1
				5.2087E-194	2815900000	13	53416	488	107988.900444731	0.286911635564716	cds14725;cds14726;cds14727	cds14725;cds14726;cds14727	3
				1.6808E-58	1673700000	9	22357	198	153354.789392463	0.407442554420607	cds14730	cds14730	1
				0	2289300000	13	40744	363	115099.198573935	0.305802718418612	cds14734	cds14734	1
				7.1275E-124	2584100000	13	61201	545	86493.6156798494	0.229801624411505	cds14736	cds14736	1
				5.1068E-106	799890000	6	26146	227	62669.7937090148	0.166505010603004	cds14737	cds14737	1
				0	45457000000	52	116240	1023	801084.675199295	2.12837165153738	cds14739;cds14740;cds14741;cds14738;cds583;cds584	cds14739;cds14740;cds14741;cds14738	6
				5.24E-08	232400000	3	96456	920	4935.60198694992	0.0131132147168867	cds14742;cds14743;cds14745;cds14744;cds12487;cds12489;cds12488	cds14742;cds14743;cds14745;cds14744;cds12487;cds12489;cds12488	7
				9.2748E-187	14507000000	5	13509	128	2199822.62260194	5.84462573471622	cds14747;cds5938;cds6084;cds6085;cds6424	cds14747	5
				8.4867E-145	3044100000	16	71585	629	87110.4265582105	0.2314404059642	cds14753;cds14754	cds14753;cds14754	2
				6.0922E-182	2918700000	18	50190	451	119125.714092527	0.316500615594231	cds14757;cds14758;cds14759	cds14757;cds14758;cds14759	3
				1.4838E-34	302420000	6	48660	440	12731.2679611422	0.0338252255417069	cds14762	cds14762	1
				4.7362E-08	19973000	2	72456	636	564.679734505083	0.00150027628330211	cds14768	cds14768	1
				2.5477E-19	356880000	3	43698	405	16729.9215500689	0.0444490974075273	cds14771	cds14771	1
				2.1814E-55	262500000	5	48881	434	11000.754689343	0.0292274901158104	cds14777	cds14777	1
				4.9018E-158	69210000	2	20032	181	7077.46600958622	0.0188038524339205	cds14793	cds14793	1
				1.7459E-122	55998000000	15	17222	151	6660735.46737617	17.6966567780443	cds14795;cds18411	cds14795	2
				1.6568E-58	406920000	17	190750	1686	4369.96283815018	0.0116103894019403	cds14796;cds14797;cds14798	cds14796;cds14797;cds14798	3
				5.1627E-189	2258200000	30	233730	2021	19791.6133777435	0.0525835909180232	cds148	cds148	1
				1.9033E-53	1450500000	8	51510	456	57684.5405442242	0.15325987954487	cds14802;cds14803;cds14804;cds14801	cds14802;cds14803;cds14804;cds14801	4
				8.8689E-43	141930000	5	12609	108	23058.2749051993	0.0612626606911094	cds14805	cds14805	1
				9.4915E-51	2169400000	11	44911	395	98950.9948883395	0.262899165259112	cds14807;cds14808	cds14807;cds14808	2
				2.1728E-231	5769200000	12	52899	472	223409.37170033	0.593567931250793	cds14831;cds14832;cds14833;cds14834	cds14831;cds14832;cds14833;cds14834	4
				6.7914E-28	30741000	2	29236	249	2153.9384666733	0.00572271785187106	cds14848	cds14848	1
				2.9128E-18	2615500000	3	109380	978	48983.5278048898	0.130142487055171	cds14851;cds14852	cds14851;cds14852	2
				7.1075E-14	578320000	5	100830	873	11749.2920503562	0.0312162507907049	cds14860;cds14866;cds14861;cds14862;cds14863;cds14864;cds14865	cds14860;cds14866;cds14861;cds14862	7
				0	23909000000	22	46867	407	1045027.00113187	2.77649281425442	cds1488	cds1488	1
				3.3563E-88	1297400000	8	34214	296	77678.9411682533	0.206382248247127	cds14891	cds14891	1
				2.8042E-29	108440000	4	77936	694	2850.26113677266	0.00757275128434635	cds14893	cds14893	1
				2.2106E-53	540130000	10	30537	276	36233.0743450178	0.0962662882856882	cds14894	cds14894	1
				0	9382500000	18	58105	512	330779.298733667	0.878835039710381	cds14895	cds14895	1
				2.7766E-13	43264000	3	191860	1686	461.929272468563	0.00122728245711701	cds1490	cds1490	1
				8.4313E-09	63343000	3	71328	623	1819.16392864382	0.00483326801160144	cds14908	cds14908	1
				1.3968E-244	18814000000	18	63008	570	611672.139706605	1.62512863183017	cds14909	cds14909	1
				6.3357E-25	521410000	7	38957	341	27417.4528555065	0.0728443961314139	cds14912;cds14910;cds14911	cds14912;cds14910;cds14911	3
				6.9035E-30	150290000	6	50861	450	6053.10830047965	0.0160822750818712	cds14926	cds14926	1
				8.2766E-23	48525000	2	60701	537	1637.58161108405	0.00435082880251466	cds14933;cds14934;cds14935;cds14936;cds25032;cds8613	cds14933;cds14934;cds14935;cds14936	6
				1.3131E-163	13598000000	14	21397	184	1301833.38524253	3.4587920078309	cds14947;cds16360	cds14947;cds16360	2
				1.859E-76	2946200000	14	35399	306	170492.188714392	0.452974264147542	cds14948	cds14948	1
				1.2221E-136	2611600000	9	39928	386	133986.905710762	0.355984754946225	cds1496	cds1496	1
				6.5859E-05	22454000	2	13059	119	3522.22464095372	0.00935806576787567	cds14962	cds14962	1
				8.6542E-160	17916000000	17	20268	178	1810770.50883842	4.81096785117355	cds14963;cds19645	cds14963	2
				1.5238E-103	1013800000	5	20295	175	102328.47121179	0.271872654683038	cds14965	cds14965	1
				0	8405400000	16	39822	364	432382.961928386	1.14878197931723	cds14966;cds14967;cds14968;cds31384	cds14966;cds14967;cds14968;cds31384	4
				0	12509000000	15	30366	287	843855.838219051	2.24200874096477	cds14969	cds14969	1
				2.164E-99	3247300000	13	53365	462	124651.971970132	0.33118312166371	cds14970	cds14970	1
				5.836E-56	3229100000	8	25841	216	255979.645414195	0.680102662723664	cds14973	cds14973	1
				0	2599100000	8	113700	1006	46826.9400283267	0.124412730351803	cds14986	cds14986	1
				0	11845000000	15	30272	265	801543.699875666	2.1295912168827	cds14987;cds15553;cds10063	cds14987	3
				2.072E-189	2303600000	8	24915	226	189399.763742916	0.503209086927063	cds14995	cds14995	1
				1.0118E-104	1555700000	12	77140	689	41312.3092670583	0.109761115929071	cds14998	cds14998	1
				2.6769E-32	2771700000	9	29505	263	192434.908385727	0.511273048223621	cds15004;cds15003	cds15004;cds15003	2
				1.9307E-169	4102300000	20	67717	638	124097.479806956	0.329709912354332	cds15006	cds15006	1
				2.1839E-38	1023100000	7	42012	366	49885.9195992145	0.132540017769565	cds15007;cds15008	cds15007;cds15008	2
				0	88495000000	30	57378	520	3159414.318272	8.39412870905127	cds15013;cds15014	cds15013;cds15014	2
				1.0913E-18	192450000	5	111080	982	3549.07599583941	0.00942940611966788	cds15025	cds15025	1
				8.7329E-143	1026600000	12	116990	1052	17975.6984306505	0.0477589550029318	cds15026;cds15027	cds15026;cds15027	2
				1.8481E-71	406120000	2	17286	163	48127.48013521	0.127868086297152	cds15032	cds15032	1
				0	62573000000	99	269220	2538	476116.148719989	1.26497503341039	cds15039	cds15039	1
				0	2627000000	15	65010	580	82777.6630379561	0.219928850026582	cds1505	cds1505	1
				2.4932E-123	1489500000	8	38199	353	79877.0042207518	0.212222199046418	cds15055	cds15055	1
				5.7446E-225	2871200000	19	74766	679	78666.9936643583	0.209007367648416	cds1506	cds1506	1
				7.8659E-244	11540000000	15	49403	419	478504.185710813	1.27131971879939	cds1507	cds1507	1
				3.1848E-08	164110000	3	17486	161	19225.5080849311	0.0510795271226354	cds15075;cds15076	cds15075;cds15076	2
				6.7976E-14	163810000	2	37182	334	9024.86924353555	0.0239778346177874	cds1508;cds1509	cds1508;cds1509	2
				8.6786E-34	589370000	5	59235	530	20381.8165104438	0.0541516793550856	cds15088;cds15089;cds15091;cds15090;cds15092;cds15093;cds15094;cds15095	cds15088;cds15089;cds15091;cds15090;cds15092;cds15093;cds15094;cds15095	8
				6.3143E-67	85975000	4	19834	173	8879.63532369168	0.0235919680952997	cds15120;cds11085	cds15120;cds11085	2
				2.9058E-30	1571300000	9	224420	2005	14342.6964494211	0.0381065690989023	cds15121;cds15122;cds15123	cds15121;cds15122;cds15123	3
				8.4406E-35	422870000	7	39278	349	22054.1723665999	0.0585948985374269	cds15148;cds15149;cds15150;cds15151;cds15153;cds15154;cds15152	cds15148;cds15149;cds15150;cds15151;cds15153;cds15154;cds15152	7
				0	11402000000	11	31488	277	741769.91403351	1.97078050032536	cds15156	cds15156	1
				4.2524E-11	99645000	2	9329.6	81	21878.9130329839	0.0581292586258373	cds15159	cds15159	1
				1.7188E-25	452640000	7	12542	106	73929.7756462991	0.196421231814172	cds15163;cds15164;cds15165	cds15163;cds15164;cds15165	3
				0	15523000000	134	845030	7463	37630.2223634814	0.099978318146651	cds15166;cds15167;cds15168;cds15169;cds15170;cds15171;cds15172	cds15166;cds15167;cds15168;cds15169;cds15170;cds15171	7
				0	29886000000	25	71585	654	855222.301540252	2.27220786854771	cds15177;cds15175;cds15176	cds15177;cds15175;cds15176	3
				5.5864E-211	1768600000	13	33505	301	108131.755311636	0.287291181271202	cds15182	cds15182	1
				0	25803000000	28	51578	474	1024799.62810945	2.72275146997608	cds15192;cds15193;cds15194;cds15195;cds15196;cds1560	cds15192;cds15193;cds15194;cds15195;cds15196	6
				1.787E-80	930160000	6	34569	306	55119.3512639909	0.146444524921443	cds15197	cds15197	1
				9.6537E-05	154110000	2	85678	740	3684.63739086178	0.00978957407586639	cds15204;cds15205;cds15206;cds15207;cds15208;cds15209;cds15210;cds15203	cds15204;cds15205;cds15206;cds15207;cds15208;cds15209;cds15210;cds15203	8
				7.7316E-21	127220000	3	9885.3	87	26363.2405257657	0.0700434991641075	cds15212	cds15212	1
				0	4896400000	13	21981	194	456312.84862	1.21236039248093	cds15214;cds15213	cds15214;cds15213	2
				3.5618E-18	99615000	4	161120	1426	1266.5097592883	0.00336494199866453	cds15215	cds15215	1
				9.499E-247	4162900000	22	70955	627	120183.882240867	0.319312022626734	cds15220	cds15220	1
				1.5486E-08	805860000	2	16544	151	99782.0294305617	0.265107109582444	cds15229	cds15229	1
				4.7438E-58	355610000	6	53095	484	13719.9836736238	0.0364521070175657	cds15232	cds15232	1
				3.6078E-13	920990000	4	39800	360	47402.9202568331	0.125943030491291	cds15233;cds15234;cds15235;cds15236	cds15233;cds15234;cds15235;cds15236	4
				1.8883E-23	3151600000	6	19458	178	331792.18106471	0.881526128563378	cds15237	cds15237	1
				1.8756E-25	203990000	4	62443	580	6692.0376007641	0.0177798222353275	cds15239;cds15240;cds15241;cds15242;cds15243;cds15244;cds15245	cds15239;cds15240;cds15241;cds15242;cds15243;cds15244;cds15245	7
				6.5625E-259	1520400000	19	95918	834	32470.651376227	0.0862700486423879	cds15248;cds15246;cds15249;cds15251;cds15250;cds15253;cds15247;cds15252;cds15254	cds15248;cds15246;cds15249;cds15251;cds15250;cds15253;cds15247;cds15252;cds15254	9
				1.242E-19	41109000	2	73353	689	1148.02748762923	0.00305015092099702	cds1526;cds1527	cds1526;cds1527	2
				1.2234E-74	153960000	3	30781	265	10246.0962702405	0.0272224666326034	cds15262;cds15263	cds15262;cds15263	2
				1.8455E-98	1075300000	6	18391	172	119772.621719112	0.318219360061842	cds15264	cds15264	1
				0	7219200000	21	124470	1135	118811.270132633	0.31566518130001	cds15267;cds15268	cds15267;cds15268	2
				1.3566E-18	142060000	5	59036	529	4929.33280736573	0.0130965583701627	cds15275;cds15274;cds15276;cds15277;cds15278	cds15275;cds15274;cds15276;cds15277;cds15278	5
				9.4219E-80	257070000	2	16969	156	31033.3316326478	0.082451288040498	cds15280;cds15281;cds15279	cds15280;cds15281;cds15279	3
				0	12051000000	24	44743	396	551735.897141731	1.46588629013513	cds1528	cds1528	1
				1.8359E-79	3243200000	2	26647	230	249320.887404457	0.662411259778218	cds15283	cds15283	1
				1.2825E-34	647470000	7	36343	330	36494.8960545208	0.0969619125080896	cds15290;cds15291;cds15288;cds15289;cds15292;cds15293;cds15294	cds15290;cds15291;cds15288;cds15289;cds15292;cds15293;cds15294	7
				0	5143500000	22	108310	920	97279.9733414069	0.258459491152608	cds15304;cds15305;cds15306;cds15307	cds15304;cds15305;cds15306;cds15307	4
				8.298E-25	35123000	2	52772	467	1363.39376793671	0.00362234946616262	cds15308;cds15309;cds18590;cds18591	cds15308;cds15309;cds18590;cds18591	4
				1.2885E-06	115210000	2	70762	653	3335.21113448934	0.00886119663788717	cds15314;cds15312;cds15313;cds15311	cds15314;cds15312;cds15313;cds15311	4
				0	22717000000	20	49835	455	933791.185307201	2.48095457171103	cds15323;cds15329;cds15325	cds15323	3
				0	1228800000	5	50435	462	49909.409561188	0.132602427363342	cds15326	cds15326	1
				1.1809E-06	72909000	2	28416	247	5255.95274691741	0.0139643425653799	cds15330	cds15330	1
				3.9113E-52	108720000	2	118920	1080	1872.78446326507	0.00497573038712965	cds15332	cds15332	1
				2.5413E-22	324290000	4	42074	384	15788.9412475795	0.0419490423415942	cds15333;cds15334;cds15335;cds15336;cds15337;cds15338	cds15333;cds15334;cds15335;cds15336;cds15337;cds15338	6
				1.3663E-15	259610000	4	51404	476	10345.6494039785	0.0274869655978556	cds15345	cds15345	1
				4.1427E-88	1836200000	10	50152	453	75000.6419769616	0.199266376168233	cds15346;cds15347;cds15348	cds15346;cds15347;cds15348	3
				7.222E-33	255420000	8	57873	536	9040.91027931144	0.0240204534405707	cds15351	cds15351	1
				1.1571E-39	1970000000	9	36168	323	111577.078737369	0.29644493110156	cds15359	cds15359	1
				2.7316E-22	1838500000	8	31333	267	120197.354769359	0.319347817279415	cds15361	cds15361	1
				2.3821E-149	37775000000	17	34413	297	2248615.4643783	5.97426159525608	cds15370;cds16001	cds15370	2
				1.755E-09	94031000	2	86412	768	2229.10359547717	0.00592242124688423	cds15373	cds15373	1
				0	26873000000	26	62247	572	884363.849221743	2.34963294717848	cds15376;cds15377;cds2471;cds20200	cds15376;cds15377	4
				2.5406E-240	5970000000	25	79153	711	154504.17019333	0.410496300908489	cds15452;cds15453;cds15454;cds15455;cds15456	cds15452;cds15453;cds15454;cds15455;cds15456	5
				3.1949E-08	547920000	3	24989	224	44916.0473232587	0.119335751614712	cds15458	cds15458	1
				1.0631E-11	204960000	2	54502	473	7703.53264996516	0.0204672252715351	cds15492	cds15492	1
				1.3806E-15	292430000	6	54444	488	11002.849016647	0.029233054455013	cds15494	cds15494	1
				8.0835E-19	107480000	2	32574	293	6759.11476157748	0.0179580370133162	cds15508	cds15508	1
				4.8112E-07	95959000	3	93658	830	2098.8146577308	0.00557626148351176	cds15533;cds15534;cds15532	cds15533;cds15534;cds15532	3
				9.2114E-236	10843000000	17	26300	240	844553.106781427	2.24386128750275	cds15535	cds15535	1
				3.5693E-56	588830000	4	34538	315	34924.1623113151	0.092788689283815	cds15536	cds15536	1
				3.3245E-82	1617600000	15	196550	1710	16858.9819106271	0.0447919930105183	cds15541	cds15541	1
				4.0262E-17	188090000	7	127610	1133	3019.35551623183	0.00802201176181791	cds15559;cds15560	cds15559;cds15560	2
				1.4698E-74	1119700000	6	11549	115	198605.170812285	0.527666585683273	cds15566	cds15566	1
				4.1482E-06	1296100000	2	37930	335	69998.5304447869	0.185976454749801	cds15574	cds15574	1
				1.5154E-48	96956000	4	161930	1491	1226.53692924126	0.00325873969454146	cds15576;cds15577	cds15576;cds15577	2
				0	175710000000	31	44460	417	8095809.39927505	21.5094505676072	cds15579	cds15579	1
				2.7595E-21	356300000	4	24824	220	29402.0298629945	0.0781171439117651	cds15587	cds15587	1
				1.713E-164	3052100000	8	68536	656	91224.8713489054	0.242371919105619	cds15600;cds15601;cds15602	cds15600;cds15601	3
				2.3151E-83	662210000	11	78633	683	17251.3920190728	0.0458345726234473	cds15607;cds15608;cds15609;cds15610;cds15611	cds15607;cds15608;cds15609;cds15610;cds15611	5
				3.1996E-108	1610800000	9	33203	284	99379.6699567669	0.264038095876072	cds15612	cds15612	1
				1.1685E-06	31887000	3	69758	596	936.381652896134	0.00248783708731918	cds15613;cds15615;cds15614	cds15613;cds15615;cds15614	3
				3.8211E-38	916310000	2	7329.3	63	256102.125186102	0.68042807460893	cds15618	cds15618	1
				1.0175E-81	322940000	9	91199	796	7253.79068115677	0.0192723228017303	cds15620;cds15619	cds15620;cds15619	2
				2.3741E-21	97102000	5	135070	1205	1472.66013239964	0.00391265514768324	cds15621;cds15622;cds15623;cds15624	cds15621;cds15622;cds15623;cds15624	4
				0	18910000000	49	148750	1307	260416.087057632	0.691889677155368	cds15632;cds15633;cds15634	cds15632;cds15633;cds15634	3
				5.6657E-69	147540000	2	130840	1158	2309.94956795332	0.00613721786113277	cds15635;cds15636;cds15637;cds15638;cds15639;cds15640	cds15635;cds15636;cds15637;cds15638;cds15639;cds15640	6
				2.5409E-220	2390700000	21	84573	746	57906.4045116613	0.153849341549836	cds15648	cds15648	1
				3.054E-21	111580000	5	80285	731	2846.98513748711	0.00756404740543606	cds15649;cds15650;cds15651;cds15652;cds15653;cds15654;cds15655;cds15656;cds15657;cds15658;cds15659;cds15660;cds15661;cds15662;cds15663	cds15649;cds15650;cds15651;cds15652;cds15653;cds15654;cds15655;cds15656;cds15657;cds15658;cds15659;cds15660;cds15661;cds15662;cds15663	15
				2.3501E-71	1049700000	10	27957	244	76914.4405236305	0.204351075326247	cds1565	cds1565	1
				1.9251E-08	179530000	5	94206	838	3903.83740945724	0.0103719583356564	cds1566;cds1567	cds1566;cds1567	2
				4.2925E-10	31691000	4	21888	190	2965.94516865639	0.00788010782432213	cds15665;cds15666	cds15665;cds15666	2
				0	14484000000	50	160330	1387	185057.622423329	0.491672615468188	cds15674	cds15674	1
				1.2713E-13	267170000	4	138450	1232	3953.01065506131	0.0105026048767748	cds15697	cds15697	1
				9.6422E-55	592640000	4	38974	358	31149.3676332879	0.082759579712984	cds15699	cds15699	1
				0	21877000000	22	67251	591	666380.492065264	1.77048118926553	cds15702;cds15703	cds15702;cds15703	2
				0	58862000000	30	56583	533	2130994.35448143	5.66175850578605	cds15709	cds15709	1
				0	16236000000	21	57191	508	581546.714995901	1.54508952743858	cds15710	cds15710	1
				5.3708E-139	2445700000	13	24740	215	202505.462601391	0.538029123793981	cds15714	cds15714	1
				9.2296E-79	115360000	8	275910	2458	856.48756253386	0.00227556949274795	cds15719;cds15721;cds15722;cds15720;cds15715;cds15716;cds15717;cds15718	cds15719;cds15721;cds15722;cds15720;cds15715;cds15716;cds15717;cds15718	8
				1.2402E-06	234310000	4	89624	801	5355.4966951377	0.0142288171259767	cds1573;cds1572	cds1573;cds1572	2
				0	46129000000	6	24510	216	3855351.53176209	10.2431380364032	cds15728	cds15728	1
				5.6775E-191	9696900000	13	36463	336	544770.740985753	1.44738082951422	cds15734	cds15734	1
				4.8746E-05	228370000	2	112220	1024	4168.71343644364	0.0110756974589512	cds1575	cds1575	1
				3.0706E-09	72519000	3	39841	368	3728.67757457017	0.00990658277848589	cds15794	cds15794	1
				0	1329400000	11	84137	741	32366.9596435211	0.085994553989672	cds15807	cds15807	1
				2.4788E-47	205690000	4	46139	430	9132.2597400099	0.0242631563764188	cds15820	cds15820	1
				1.0145E-301	3288900000	11	34695	323	194185.604603007	0.515924406955937	cds15828	cds15828	1
				2.6717E-110	2053000000	16	109970	948	38242.6500078532	0.101605454050324	cds15849	cds15849	1
				5.9988E-77	69325000000	17	29214	262	4861072.60669603	12.9152004182115	cds15853	cds15853	1
				3.7471E-195	6336300000	13	51863	480	250271.473779582	0.664936836856133	cds15880	cds15880	1
				6.0709E-70	3020400000	11	51437	472	120287.939392504	0.319588488147223	cds15881	cds15881	1
				8.0615E-177	243370000	5	41185	367	12104.9005666135	0.0321610536417383	cds15915;cds15916	cds15915;cds15916	2
				2.7995E-34	63468000	2	87539	758	1485.20528681265	0.00394598589516029	cds15918;cds15919	cds15918;cds15919	2
				4.2876E-114	3157300000	10	37617	328	171935.258957292	0.456808303034133	cds15921	cds15921	1
				6.5887E-79	999280000	9	29426	258	69564.7484911623	0.184823955842225	cds15932;cds26292	cds15932	2
				6.9683E-31	1554400000	3	21175	188	150373.955301111	0.39952288877928	cds15933	cds15933	1
				6.8944E-171	3125400000	13	56531	521	113253.646574802	0.300899340938053	cds15934	cds15934	1
				1.189E-222	6514500000	8	16712	152	798520.21682922	2.12155823884158	cds15935	cds15935	1
				2.0583E-62	849700000	7	37528	323	46381.3572197337	0.123228878197864	cds15939	cds15939	1
				5.6411E-25	443280000	9	110380	968	8226.61175905926	0.0218569744226224	cds15940;REV__cds1483	cds15940	2
				4.1477E-107	4029000000	3	52794	469	156331.305230445	0.415350747057467	cds15941	cds15941	1
				5.1175E-14	152890000	5	123880	1095	2528.19832087824	0.00671707473905048	cds15943	cds15943	1
